Chromosome	Strand	Start	End	Dominant	Signal	Rank	rep 1	rep 2	rep 3
chr	+	4425565	4425595	4425584	0.27628205128205124	312	1.0	1.0	0.25379848215484063
chr	-	3450984	3451005	3450990	0.275974025974026	313	1.0	1.0	
chr	-	3811661	3811701	3811691	0.27478842996084374	314	1.0	0.024246669662912324	0.04088581466511067
chr	-	3451249	3451262	3451254	0.2745310245310245	315		1.0	1.0
chr	-	3445243	3445256	3445247	0.2742812742812743	316	1.0		
chr	-	3473537	3473559	3473546	0.27424242424242423	317	1.0	1.0	0.3627302578157257
chr	+	850685	850700	850694	0.2740740740740741	318	1.0		
chr	+	4168640	4168645	4168643	0.2740740740740741	319	0.8206655362877271	0.21077252095647545	1.0
chr	-	3811667	3811682	3811674	0.27367424242424243	320	1.0	1.0	0.04088581466511067
chr	-	3451091	3451108	3451095	0.2718253968253968	321		1.0	1.0
chr	-	3442974	3443011	3443001	0.26949765857811836	322	0.030219434496381037	0.9293730194997096	1.0
chr	-	3446386	3446410	3446403	0.26916201916201915	323	0.7662214735040234	1.0	1.0
chr	+	4178436	4178470	4178444	0.2686143700636454	324	1.0	1.0	1.0
chr	-	3444688	3444712	3444703	0.2685044840217254	325	1.0	0.012058647063322367	0.011980999261722537
chr	-	3472019	3472030	3472024	0.26838235294117646	326		1.0	1.0
chr	-	3453299	3453307	3453304	0.26769323671497586	327	1.0	1.3855629231894831e-08	1.0
chr	-	1018991	1019002	1018994	0.2670940170940171	328			1.0
chr	+	202060	202064	202062	0.26666666666666666	329	1.0	0.00011938731411995249	1.0
chr	+	2414701	2414706	2414704	0.26666666666666666	330	1.0	1.0	0.00011938731411995249
chr	-	2906590	2906595	2906590	0.26666666666666666	331	0.00011938731411995249	1.0	1.0
chr	+	4171541	4171555	4171547	0.2658670664667666	332	0.273922945234495	1.0	1.0
chr	-	2745915	2745937	2745930	0.26549707602339184	333	1.0	1.0	1.0
chr	-	3451978	3452014	3452003	0.2652703106332139	334	1.0	0.005920767101819988	1.0
chr	+	4208150	4208157	4208151	0.26492673992673993	335	0.048879840551074645	0.5791078241234281	1.0
chr	+	962289	962298	962292	0.2649017649017649	336	1.0		
chr	-	3470251	3470268	3470257	0.2642857142857143	337	1.0		
chr	-	3472220	3472238	3472226	0.2642135642135642	338	1.0		1.0
chr	-	3444425	3444437	3444431	0.2641025641025641	339			
chr	-	3471042	3471065	3471056	0.26401515151515154	340			1.0
chr	+	190379	190408	190400	0.2634920634920635	341			1.0
chr	-	3448745	3448778	3448765	0.2628376214369595	342	1.0	0.5381506675269375	1.0
chr	-	3451155	3451171	3451163	0.2625	343			1.0
chr	-	3446319	3446339	3446326	0.2622222222222222	344	0.21077252095647545	1.0	
chr	-	3472832	3472850	3472838	0.2621920563097034	345	1.0	1.0	
chr	-	3471451	3471498	3471471	0.2606407322654462	346	1.0	0.011736271950761167	1.0
chr	-	3195124	3195132	3195126	0.2604247604247604	347		1.0	1.0
chr	+	191645	191654	191650	0.26031746031746034	348		1.0	1.0
chr	-	3443771	3443789	3443781	0.2589065255731922	349	0.0045551097527093175	1.0	1.0
chr	-	3447050	3447064	3447056	0.2583638583638584	350	1.0	1.0	
chr	-	3447290	3447303	3447295	0.25785953177257526	351	1.0	1.0	1.0
chr	-	3447945	3447957	3447949	0.25776143790849676	352	1.0	1.0	1.0
chr	-	3471582	3471597	3471586	0.2570145903479237	353	1.0	1.0	0.14338908633799416
chr	-	3920780	3920789	3920783	0.2569444444444444	354		1.0	
chr	-	3444479	3444505	3444487	0.2567835214894038	355	1.0	0.033471406626463335	1.0
chr	+	4179865	4179894	4179870	0.256316330372315	356	1.0	0.34718401626822887	1.0
chr	-	3449615	3449649	3449625	0.25603864734299514	357	1.0	0.0019334801843586902	1.0
chr	-	3447165	3447192	3447170	0.2555932629462041	358	1.0	1.0	1.0
chr	-	1019771	1019777	1019773	0.2555555555555556	359			1.0
chr	-	3446962	3446982	3446974	0.25555555555555554	360		1.0	
chr	-	3446109	3446157	3446141	0.2554117678003104	361	1.0	1.0	1.0
chr	-	2744505	2744543	2744510	0.25527065527065523	362	1.0	1.0	0.06913989060107158
chr	+	4425354	4425370	4425360	0.25499577821559244	363	1.0	1.0	1.0
chr	+	2521033	2521044	2521037	0.25492801771871537	364	0.8968903892224559	0.09719890740012978	1.0
chr	+	4176794	4176803	4176800	0.2546568627450981	365		1.0	1.0
chr	-	3445388	3445421	3445395	0.25396825396825395	366	1.0	1.0	0.3627302578157257
chr	-	3451071	3451080	3451075	0.2526315789473684	367			1.0
chr	+	4127073	4127097	4127090	0.2524403700874289	368	1.0	1.0	1.0
chr	-	3449996	3450041	3450015	0.25233716475095785	369	1.0	1.0	1.0
chr	-	3451201	3451210	3451202	0.2511655011655012	370	1.0		1.0
chr	+	4179607	4179620	4179613	0.2501815541031227	371	1.0	1.0	0.08350574118625713
chr	-	2909624	2909631	2909625	0.25	372	1.0	3.681439757063385e-07	1.0
chr	-	1020089	1020122	1020117	0.24979114452798665	373	1.0	0.06913989060107158	1.0
chr	-	3440967	3440991	3440976	0.2494281045751634	374		1.0	1.0
chr	-	3448570	3448602	3448582	0.2492877492877493	375	1.0	0.5934794961149028	1.0
chr	-	3440527	3440565	3440537	0.24927536231884054	376	0.273922945234495	1.0	1.0
chr	-	3452338	3452364	3452356	0.24913780176938072	377	0.3722981488517911	1.0	1.0
chr	+	4166669	4166677	4166669	0.24878207940954758	378	1.0	1.0	1.0
chr	+	4180129	4180151	4180146	0.24856548856548857	379	1.0		1.0
chr	-	3322270	3322333	3322299	0.24843674843674846	380	1.0	1.0	1.0
chr	+	4425803	4425827	4425811	0.24825851393188855	381	0.5381506675269375	1.0	1.0
chr	-	3442823	3442849	3442841	0.24797786292039162	382	1.0	1.0	1.0
chr	-	3311520	3311550	3311532	0.2475452196382429	383	1.0	0.3627302578157257	1.0
chr	+	223730	223749	223743	0.24680975149895543	384	1.0	1.0	1.0
chr	-	3445943	3445956	3445948	0.24664918414918416	385	1.0		1.0
chr	-	2745646	2745666	2745653	0.24646464646464641	386			
chr	-	3194747	3194760	3194752	0.24558080808080807	387	1.0	1.0	0.25379848215484063
chr	-	3471305	3471322	3471316	0.24555555555555555	388	0.8206655362877271	1.0	1.0
chr	-	2726269	2726284	2726276	0.24538289069181518	389	1.0	1.0	1.0
chr	-	2924391	2924405	2924397	0.24523809523809526	390			1.0
chr	-	1019357	1019387	1019372	0.2450980392156863	391	1.0		1.0
chr	-	3439749	3439799	3439765	0.2450980392156863	392	1.0	1.0	1.0
chr	-	3444187	3444201	3444192	0.24475524475524477	393	1.0	1.0	1.0
chr	-	3444254	3444273	3444258	0.24444444444444446	394	1.0	1.0	0.14338908633799416
chr	-	3439591	3439611	3439597	0.24442918192918195	395	1.0		1.0
chr	-	3443281	3443301	3443290	0.24436392914653782	396	1.0	1.0	1.0
chr	-	3473986	3474010	3473996	0.24424951267056527	397	1.0	1.0	0.6895787188352591
chr	-	3811291	3811321	3811304	0.24419729206963248	398	1.0	1.0	1.0
chr	+	4178640	4178671	4178658	0.24404761904761907	399	1.0		1.0
chr	-	3473688	3473707	3473691	0.24327485380116962	400	1.0	1.0	1.0
chr	+	4209913	4209931	4209918	0.24324552516041878	401	1.0	0.2595093254834769	1.0
chr	-	3470593	3470611	3470597	0.24307783719548426	402	1.0	1.0	1.0
chr	-	3449796	3449819	3449801	0.2429193899782135	403	1.0	1.0	1.0
chr	-	2312632	2312661	2312652	0.24285714285714288	404		1.0	1.0
chr	-	3423869	3423883	3423875	0.24242424242424243	405	0.08350574118625713	1.0	1.0
chr	+	4176705	4176717	4176711	0.24226190476190476	406	1.0	1.0	0.5381506675269375
chr	-	2817952	2817961	2817954	0.24222222222222223	407		1.0	1.0
chr	+	4180526	4180537	4180530	0.241839670432605	408	1.0	1.0	0.47804578349772914
chr	-	3446355	3446370	3446360	0.24175824175824176	409	1.0		1.0
chr	+	4179424	4179445	4179439	0.24129843324889766	410	1.0	1.0	
chr	-	1799967	1800047	1800004	0.24098684210526314	411	1.0	0.05153481390855475	1.0
chr	-	3811404	3811451	3811442	0.24086021505376345	412	1.0	0.4465935496455861	1.0
chr	-	3444994	3445004	3444997	0.24075311942959002	413	0.0015108389161097658	1.0	1.0
chr	+	190693	190714	190704	0.24066576698155648	414		1.0	1.0
chr	+	189836	189886	189843	0.24042265977749847	415	0.18519010278286815	0.08113422003474603	1.0
chr	-	3447009	3447020	3447014	0.24028340080971658	416	1.0	1.0	1.0
chr	-	3439927	3439942	3439932	0.23954248366013067	417	1.0	1.0	1.0
chr	-	3446524	3446555	3446529	0.23942307692307693	418	0.5381506675269375	1.0	1.0
chr	-	3447575	3447590	3447582	0.23934065934065932	419	0.6895787188352591	1.0	1.0
chr	+	4181044	4181056	4181048	0.2388888888888889	420	1.0		
chr	-	3470659	3470692	3470676	0.2385129490392648	421	1.0		1.0
chr	-	3450459	3450469	3450463	0.23769063180827887	422	1.0	1.0	1.0
chr	+	657396	657436	657418	0.23737373737373738	423	1.0	1.0	1.0
chr	-	3444209	3444228	3444220	0.23725490196078428	424	1.0	1.0	1.0
chr	-	3443863	3443882	3443875	0.23717581998474446	425	1.0	1.0	1.0
chr	+	780650	780659	780653	0.23636363636363636	426	1.0	1.0	1.0
chr	+	4179288	4179302	4179298	0.2362745098039216	427		1.0	1.0
chr	-	3445606	3445630	3445612	0.23611111111111113	428	1.0	1.0	1.0
chr	-	3445289	3445310	3445301	0.23611111111111108	429	0.8206655362877271	0.030219434496381037	1.0
chr	-	1800184	1800233	1800217	0.2353716190033326	430	0.011939592466847462	1.0	1.0
chr	-	3447487	3447519	3447493	0.23504611330698286	431	1.0	1.0	1.0
chr	-	3322281	3322291	3322286	0.23439153439153437	432	1.0	1.0	1.0
chr	+	4180893	4180926	4180919	0.234320987654321	433	1.0	0.0055622423717825095	1.0
chr	+	962011	962041	962036	0.23430735930735933	434	1.0	1.0	1.0
chr	-	3472974	3472997	3472983	0.233500417710944	435	1.0		1.0
chr	+	1147626	1147638	1147632	0.2333333333333333	436	1.0		
chr	+	3946690	3946697	3946695	0.2333333333333333	437	1.0	6.980461316037707e-05	1.0
chr	-	3313188	3313196	3313188	0.2333333333333333	438	6.980461316037707e-05	1.0	1.0
chr	-	3443893	3443936	3443902	0.2333333333333333	439	0.6895787188352591	1.0	0.08350574118625713
chr	-	3444057	3444109	3444075	0.23237179487179485	440	1.0	1.0	
chr	-	1019500	1019528	1019516	0.2322472848788638	441	1.0	1.0	1.0
chr	-	2745451	2745463	2745456	0.23194014447884417	442		1.0	1.0
chr	-	3270316	3270349	3270336	0.2316017316017316	443	1.0	1.0	1.0
chr	+	189855	189863	189856	0.23114035087719298	444	0.18519010278286815	1.0	1.0
chr	+	4425893	4425903	4425895	0.23094017094017094	445	1.0	1.0	0.21077252095647545
chr	-	3439956	3439966	3439959	0.23087027914614122	446	1.0	1.0	1.0
chr	-	3472692	3472708	3472700	0.23055555555555554	447	1.0	0.25379848215484063	1.0
chr	-	3377776	3377795	3377788	0.23015873015873015	448		1.0	1.0
chr	-	2744443	2744453	2744445	0.2297979797979798	449		1.0	
chr	-	1800169	1800181	1800176	0.2296245421245421	450	1.0	1.0	1.0
chr	+	4177105	4177118	4177114	0.2289855072463768	451	1.0	1.0	1.0
chr	+	4178909	4178940	4178915	0.22790565501562943	452	0.6895787188352591	1.0	1.0
chr	-	3472401	3472412	3472405	0.22790346907993966	453	0.5381506675269375	1.0	1.0
chr	-	3446764	3446773	3446769	0.22777777777777777	454	1.0	1.0	0.030219434496381037
chr	-	3474279	3474289	3474284	0.22777777777777777	455		1.0	
chr	-	3471631	3471640	3471636	0.2277077497665733	456	1.0	0.0957329082923622	1.0
chr	-	1799985	1799993	1799987	0.22758284600389864	457	1.0	1.0	1.0
chr	+	3946604	3946619	3946610	0.22749180643917485	458	1.0	1.0	1.0
chr	-	3474041	3474059	3474048	0.22740429505135387	459	1.0	1.0	1.0
chr	+	126013	126017	126015	0.2272727272727273	460			1.0
chr	-	3473510	3473521	3473514	0.22705314009661834	461	1.0	0.273922945234495	1.0
chr	-	1800096	1800116	1800102	0.22676282051282048	462	1.0	1.0	1.0
chr	-	3441866	3441881	3441873	0.2258454106280193	463	1.0	1.0	1.0
chr	+	4178928	4178939	4178936	0.22573099415204678	464		1.0	1.0
chr	+	4179093	4179129	4179118	0.2255952380952381	465	1.0	1.0	1.0
chr	-	1799852	1799888	1799878	0.22528735632183908	466	1.0	1.0	1.0
chr	+	1147371	1147390	1147385	0.2250233426704015	467	1.0	1.0	
chr	+	962634	962645	962637	0.22489316239316237	468	1.0	1.0	1.0
chr	+	850396	850410	850408	0.22453703703703706	469		1.0	1.0
chr	+	4037391	4037404	4037396	0.224537037037037	470	1.0	1.0	1.0
chr	-	2312188	2312216	2312188	0.22424242424242424	471		1.0	
chr	-	3448103	3448117	3448109	0.22424242424242424	472	1.0	1.0	1.0
chr	-	3440130	3440141	3440136	0.22337962962962962	473	1.0	1.0	1.0
chr	-	3441686	3441698	3441691	0.22326715430163704	474	1.0	1.0	1.0
chr	+	962972	963000	962983	0.22318422318422315	475		1.0	1.0
chr	-	3442225	3442267	3442241	0.22295482295482297	476	1.0	1.0	1.0
chr	+	3884298	3884323	3884309	0.22246376811594204	477	1.0	1.0	1.0
chr	+	850655	850666	850660	0.2222222222222222	478	1.0	1.0	
chr	+	4425417	4425445	4425431	0.2211640211640212	479	1.0	1.0	1.0
chr	-	3449504	3449572	3449541	0.22113617376775271	480	1.0	1.0	1.0
chr	-	3470232	3470241	3470235	0.22063492063492063	481	1.0		1.0
chr	-	2746040	2746073	2746064	0.22051340472393102	482	1.0	1.0	1.0
chr	-	3450767	3450778	3450773	0.22051282051282053	483		1.0	
chr	+	4180822	4180836	4180826	0.2200031328320802	484	1.0	1.0	1.0
chr	-	3474429	3474445	3474434	0.21994301994301993	485	1.0	1.0	1.0
chr	+	4179373	4179389	4179378	0.2199074074074074	486	1.0	1.0	1.0
chr	-	3377777	3377783	3377777	0.21960784313725493	487		1.0	1.0
chr	-	3443977	3443992	3443983	0.21940418679549115	488	1.0	1.0	1.0
chr	+	3210967	3210980	3210972	0.2193979933110368	489	0.273922945234495	1.0	1.0
chr	-	3447631	3447652	3447636	0.2192982456140351	490	0.3627302578157257	1.0	1.0
chr	+	963003	963016	963006	0.21923076923076923	491		1.0	1.0
chr	+	2521152	2521160	2521156	0.21846530794075067	492	1.0	1.0	1.0
chr	-	3470383	3470409	3470394	0.21824123588829472	493	1.0	1.0	1.0
chr	-	3443557	3443572	3443565	0.21818181818181817	494	1.0	1.0	1.0
chr	+	223732	223737	223733	0.2181104863423622	495	1.0	1.0	1.0
chr	+	3941767	3941775	3941770	0.21737104563463597	496	1.0	1.0	1.0
chr	-	3470279	3470289	3470282	0.21717171717171715	497	1.0	1.0	1.0
chr	+	4176500	4176509	4176506	0.21699346405228756	498		1.0	
chr	-	3451361	3451375	3451365	0.2169011544011544	499	1.0		1.0
chr	+	1147470	1147499	1147493	0.2168737060041408	500		1.0	1.0
chr	+	4168511	4168529	4168516	0.2168222844693433	501	1.0	1.0	1.0
chr	-	3452211	3452245	3452216	0.2167729930887826	502	1.0	1.0	1.0
chr	-	3471866	3471917	3471879	0.21666666666666667	503		1.0	1.0
chr	-	2744723	2744731	2744728	0.21655011655011655	504			1.0
chr	+	4040420	4040436	4040426	0.21603027175782596	505	1.0	1.0	0.5236035072180791
chr	-	3450800	3450830	3450806	0.2158017421175316	506	1.0		1.0
chr	-	3450104	3450123	3450114	0.21569786535303778	507	1.0	1.0	1.0
chr	+	4126991	4127005	4126997	0.21537842190016102	508	1.0	1.0	1.0
chr	+	962443	962469	962460	0.2153361344537815	509	1.0	1.0	1.0
chr	-	3443809	3443831	3443824	0.21527777777777776	510	1.0	1.0	1.0
chr	-	2817907	2817930	2817920	0.21428571428571427	511	1.0	0.00017979098145502309	
chr	-	3444849	3444858	3444851	0.21423384168482207	512	1.0	1.0	1.0
chr	-	3311541	3311547	3311544	0.21321770334928228	513	1.0	1.0	1.0
chr	+	4179499	4179517	4179511	0.21320949432404543	514	1.0	1.0	1.0
chr	-	3446539	3446552	3446546	0.21319966583124475	515	0.5381506675269375	1.0	1.0
chr	-	3446047	3446075	3446052	0.21301247771836007	516	1.0	1.0	1.0
chr	-	3446389	3446396	3446391	0.21279761904761907	517	1.0	1.0	1.0
chr	+	2942751	2942784	2942765	0.21228070175438596	518	1.0	1.0	1.0
chr	-	3442626	3442640	3442631	0.2121553884711779	519	1.0	1.0	1.0
chr	-	3448129	3448142	3448134	0.21212121212121213	520	1.0	0.34718401626822887	1.0
chr	+	4127148	4127158	4127151	0.21188811188811188	521			1.0
chr	+	4425925	4425935	4425930	0.21090909090909093	522	1.0		1.0
chr	+	4035300	4035327	4035316	0.2107207207207207	523	1.0	1.0	1.0
chr	+	189938	189970	189953	0.21037581699346405	524	1.0	1.0	1.0
chr	-	3452559	3452573	3452565	0.21036967418546362	525	1.0	1.0	1.0
chr	+	4178715	4178784	4178727	0.21002506265664164	526	1.0	1.0	1.0
chr	-	3440413	3440423	3440418	0.21001221001221002	527	1.0	1.0	1.0
chr	-	3449283	3449308	3449288	0.20993589743589744	528	1.0	1.0	1.0
chr	-	3448395	3448433	3448415	0.20973218555714968	529	1.0	1.0	1.0
chr	-	2312735	2312755	2312741	0.20952380952380953	530		1.0	0.033471406626463335
chr	-	3445272	3445281	3445274	0.2092245989304813	531	0.033471406626463335	1.0	1.0
chr	-	3451593	3451638	3451606	0.20917678812415655	532	1.0	1.0	1.0
chr	+	4180694	4180760	4180714	0.20909480909480913	533	1.0	1.0	1.0
chr	-	3452595	3452603	3452600	0.20899470899470898	534	1.0	1.0	
chr	-	3447897	3447916	3447906	0.2088888888888889	535	1.0	1.0	0.6895787188352591
chr	-	3426889	3426902	3426895	0.20876229695721804	536	1.0	1.0	1.0
chr	+	4179036	4179047	4179040	0.20867733058135532	537	1.0	1.0	1.0
chr	-	3446667	3446696	3446674	0.20846560846560847	538	0.6895787188352591	1.0	1.0
chr	+	190065	190077	190073	0.20822510822510823	539	1.0		1.0
chr	-	3449264	3449281	3449273	0.20788177339901479	540	1.0	1.0	0.6895787188352591
chr	-	3440386	3440404	3440392	0.20771929824561405	541	1.0	1.0	1.0
chr	-	3472285	3472318	3472305	0.20761904761904762	542	1.0	1.0	
chr	-	3451843	3451873	3451851	0.2073996265172736	543	1.0	1.0	1.0
chr	-	2745975	2745992	2745986	0.20739766081871344	544	1.0	1.0	1.0
chr	-	3444735	3444746	3444740	0.2072222222222222	545	1.0	1.0	1.0
chr	-	3474352	3474370	3474356	0.20721247563352826	546		1.0	1.0
chr	+	4035490	4035498	4035494	0.2071729957805907	547	1.0	1.0	1.0
chr	-	3450222	3450266	3450247	0.20707070707070707	548	0.7662214735040234	1.0	1.0
chr	+	962169	962185	962179	0.2069444444444444	549		1.0	
chr	-	3448952	3449004	3448985	0.20692757534862796	550	1.0	1.0	1.0
chr	-	3450472	3450490	3450484	0.20683760683760685	551	1.0	1.0	1.0
chr	-	1292628	1292645	1292634	0.20678210678210676	552		1.0	1.0
chr	-	3444496	3444504	3444500	0.20676691729323307	553	1.0	1.0	1.0
chr	-	3441968	3442005	3441977	0.20643939393939395	554	1.0	1.0	0.25379848215484063
chr	-	3811704	3811719	3811709	0.2064221158958001	555	1.0	1.0	1.0
chr	+	4425567	4425576	4425568	0.2058823529411765	556	1.0	1.0	1.0
chr	-	3470790	3470806	3470796	0.20555555555555557	557			1.0
chr	-	3450913	3450929	3450921	0.20555555555555552	558		1.0	
chr	-	3449549	3449568	3449558	0.20502645502645503	559	1.0	1.0	1.0
chr	-	3472895	3472909	3472907	0.20493827160493827	560	1.0		1.0
chr	+	4178491	4178506	4178502	0.2047930283224401	561		1.0	1.0
chr	-	3270522	3270526	3270523	0.2047674418604651	562	1.0	1.0	1.0
chr	+	4426310	4426347	4426338	0.20476190476190478	563	1.0	1.0	1.0
chr	-	3472475	3472537	3472498	0.20476190476190478	564			1.0
chr	-	2818641	2818649	2818645	0.20454842274462529	565	1.0	0.02966480517133713	1.0
chr	-	3811484	3811501	3811493	0.20444444444444443	566	1.0	1.0	1.0
chr	+	4176963	4177002	4176969	0.2041666666666667	567	1.0	1.0	
chr	-	3445426	3445440	3445429	0.20406162464985997	568	1.0	1.0	1.0
chr	-	3442046	3442062	3442055	0.2037037037037037	569	1.0	1.0	1.0
chr	-	3445975	3445991	3445986	0.2037037037037037	570	1.0	1.0	1.0
chr	+	962545	962596	962578	0.20350877192982456	571	1.0	1.0	1.0
chr	-	3428795	3428802	3428798	0.2034706516023301	572	1.0	0.8017475910646951	1.0
chr	-	3472032	3472041	3472036	0.20343137254901963	573	1.0	1.0	1.0
chr	-	3447443	3447466	3447460	0.20300590445517983	574	1.0	1.0	1.0
chr	+	961965	961983	961978	0.20284900284900287	575	1.0	1.0	1.0
chr	-	3474077	3474089	3474082	0.2027777777777778	576	1.0	1.0	1.0
chr	+	189914	189925	189920	0.20276292335115864	577		1.0	1.0
chr	-	3452461	3452513	3452480	0.2026709401709402	578	1.0	1.0	1.0
chr	-	3448350	3448368	3448356	0.20226833976833977	579	1.0	1.0	1.0
chr	+	4180387	4180415	4180399	0.20221007063112326	580	1.0	1.0	1.0
chr	+	4425608	4425625	4425617	0.20202020202020202	581			1.0
chr	-	2312417	2312430	2312422	0.202020202020202	582	1.0	1.0	
chr	+	4176761	4176770	4176765	0.20191040843214755	583			1.0
chr	+	3720158	3720221	3720176	0.2016955562072638	584	1.0	1.0	1.0
chr	-	3448708	3448718	3448709	0.20138888888888892	585		1.0	1.0
chr	-	3426812	3426829	3426822	0.20116487455197132	586	1.0	1.0	1.0
chr	-	3444341	3444356	3444350	0.20067434513437318	587	1.0	1.0	1.0
chr	-	3447706	3447729	3447712	0.20065022696601642	588	1.0	1.0	1.0
chr	-	3332894	3332920	3332905	0.20048309178743962	589	1.0	1.0	1.0
chr	+	780932	780941	780935	0.20035037426341776	590	1.0	1.0	0.8206655362877271
chr	+	225488	225498	225491	0.20033129285689466	591	1.0	1.0	1.0
chr	-	3446233	3446246	3446239	0.20017094017094017	592	1.0	1.0	1.0
chr	-	1907452	1907459	1907452	0.20000000000000004	593			1.0
chr	-	3918128	3918138	3918128	0.20000000000000004	594	1.0		
chr	+	1146949	1146959	1146953	0.19999999999999998	595			1.0
chr	-	3473375	3473387	3473380	0.19999999999999998	596	1.0		1.0
chr	-	3451814	3451829	3451818	0.19971509971509968	597	1.0		1.0
chr	-	1799949	1799960	1799954	0.19962013295346628	598	1.0	1.0	1.0
chr	-	3448591	3448600	3448592	0.19925925925925925	599	1.0	0.5934794961149028	1.0
chr	-	2744614	2744623	2744618	0.1992063492063492	600	1.0		
chr	+	4425904	4425911	4425906	0.19914529914529913	601	1.0	1.0	1.0
chr	-	3473893	3473906	3473901	0.19914529914529913	602	1.0		
chr	+	4179201	4179213	4179205	0.19904761904761906	603		1.0	1.0
chr	-	3444514	3444562	3444526	0.19901605866518146	604	1.0	1.0	1.0
chr	-	3474112	3474124	3474118	0.19883040935672514	605	1.0	1.0	1.0
chr	+	4176660	4176680	4176666	0.19877344877344874	606	1.0	1.0	1.0
chr	+	4166429	4166457	4166443	0.198632604601654	607	1.0	1.0	1.0
chr	+	4166618	4166626	4166621	0.19853230382666406	608	1.0	1.0	1.0
chr	-	3443440	3443462	3443447	0.19850606909430438	609	1.0		1.0
chr	-	3449849	3449892	3449885	0.1984126984126984	610	1.0	0.1678284293840072	1.0
chr	-	2744519	2744538	2744523	0.19813519813519812	611	1.0	1.0	0.06913989060107158
chr	+	3720070	3720102	3720075	0.19810974035004073	612	1.0	1.0	1.0
chr	-	3441985	3442003	3441991	0.19810890863522443	613	1.0	1.0	1.0
chr	-	3439675	3439688	3439681	0.19780585897527425	614	1.0	1.0	1.0
chr	-	3451511	3451542	3451524	0.1978021978021978	615	1.0	1.0	1.0
chr	+	4180103	4180126	4180115	0.1977726574500768	616	1.0	1.0	1.0
chr	+	2282711	2282725	2282717	0.1977124183006536	617	1.0	1.0	1.0
chr	-	3443468	3443491	3443483	0.1977124183006536	618	1.0	1.0	1.0
chr	+	4425221	4425238	4425224	0.1975721540938932	619	1.0	1.0	1.0
chr	-	3311651	3311711	3311665	0.19719588827140314	620	1.0	1.0	0.054376002269476996
chr	+	4179095	4179103	4179099	0.19707602339181288	621	1.0	1.0	1.0
chr	+	4208107	4208115	4208109	0.19702555351642573	622	1.0	1.0	1.0
chr	-	2817908	2817915	2817908	0.196969696969697	623	1.0		
chr	-	3472449	3472458	3472450	0.1968253968253968	624	1.0	1.0	1.0
chr	+	1151545	1151566	1151552	0.19672919672919673	625		1.0	1.0
chr	-	3441024	3441045	3441026	0.19661751000493397	626	1.0	1.0	1.0
chr	-	3451533	3451541	3451534	0.1966081871345029	627	1.0	1.0	1.0
chr	-	3439754	3439758	3439754	0.1962148962148962	628	1.0	1.0	1.0
chr	-	3333446	3333461	3333453	0.1961963097398669	629	1.0	1.0	1.0
chr	-	3378067	3378100	3378072	0.196031746031746	630	1.0	1.0	1.0
chr	+	4176864	4176879	4176871	0.19552447552447552	631	1.0	1.0	1.0
chr	-	2731187	2731198	2731192	0.19543997354839637	632	1.0	1.0	1.0
chr	+	963638	963697	963659	0.19518716577540107	633		1.0	
chr	+	4179958	4179968	4179961	0.19518329874866377	634	1.0	1.0	1.0
chr	+	4425128	4425136	4425132	0.1951058201058201	635	1.0	1.0	1.0
chr	-	3442683	3442694	3442687	0.19495723518712027	636	1.0	1.0	1.0
chr	-	3473945	3473980	3473972	0.19484126984126982	637	0.25379848215484063	1.0	1.0
chr	-	3473476	3473503	3473479	0.19478844169246648	638	1.0		1.0
chr	-	2311782	2311790	2311786	0.19477124183006536	639		1.0	1.0
chr	-	3472768	3472780	3472774	0.19477124183006533	640	1.0	1.0	
chr	-	3471211	3471261	3471233	0.19472254004576658	641	1.0	1.0	1.0
chr	-	1019183	1019221	1019213	0.19444444444444445	642		1.0	
chr	+	962992	962998	962995	0.19444444444444442	643	1.0	1.0	1.0
chr	-	3444450	3444457	3444450	0.19444444444444442	644	1.0		1.0
chr	+	4180012	4180028	4180020	0.19425581326983568	645	1.0	1.0	1.0
chr	-	3452899	3452910	3452904	0.19407078490270338	646	1.0	1.0	1.0
chr	-	3450233	3450240	3450233	0.19385282848771693	647	1.0	1.0	1.0
chr	-	2311918	2311937	2311924	0.1935897435897436	648			
chr	+	4176105	4176119	4176114	0.19343891402714933	649		1.0	1.0
chr	+	4426227	4426263	4426236	0.19338235294117648	650	1.0	1.0	
chr	+	4425977	4426001	4425987	0.19333333333333333	651	1.0	1.0	1.0
chr	+	4426515	4426525	4426519	0.19319131161236425	652	1.0	1.0	1.0
chr	-	3471729	3471746	3471739	0.19304029304029302	653		1.0	
chr	-	1019233	1019254	1019242	0.1927386339151045	654	1.0	1.0	0.5381506675269375
chr	+	4426028	4426044	4426037	0.19259259259259257	655	1.0	1.0	1.0
chr	-	3378187	3378212	3378197	0.19227994227994227	656	1.0	1.0	1.0
chr	-	2311728	2311747	2311737	0.19212962962962962	657	1.0	1.0	1.0
chr	+	962506	962532	962524	0.19206349206349205	658	1.0	1.0	1.0
chr	-	3333060	3333078	3333071	0.19202279202279202	659		1.0	1.0
chr	-	3445993	3446019	3445998	0.19186856028961294	660	1.0	1.0	1.0
chr	-	3442113	3442123	3442117	0.19149560117302053	661	1.0	1.0	1.0
chr	+	1147124	1147137	1147130	0.19146825396825395	662	1.0	1.0	1.0
chr	-	3377840	3377875	3377864	0.19130434782608696	663	1.0	1.0	1.0
chr	-	3473151	3473161	3473157	0.1912087912087912	664	1.0	1.0	1.0
chr	-	3473081	3473100	3473092	0.19103641456582632	665			1.0
